"msno","payment_plan_days","amt_per_day","plan_list_price","actual_amount_paid","discount","sum_auto_renew","sum_cancel","member_duration"
"/H+l7lZtK4Skp19+cKLFjqpZhRhGNbU95KdmawzT27o=",30,4.96666666666667,149,149,0,1,0,30
"/h8k/2IbD91yBHmyCP4CNZo6zCHr66PMqTKMb8yqzfM=",30,3.3,99,99,0,1,0,31
"/HYTg3+2f+5oTNfsTDy2HvcHs1BhkhRn1q0xvle3SZo=",30,4.96666666666667,149,149,0,2,0,54.5
"/imor64iQ7UscsdNRIwjmz0wyTKzLoUYasvq1LfgjOQ=",30,4.96666666666667,149,149,0,1,0,31
"/JATeHJatCer9cxnumyIGxKdog0hxr/fkBWGgDD5fXk=",30,4.96666666666667,149,149,0,1,0,30
"/ji0C9ZW1aBbsoH2IZZvGsLKVMi+zhL6G/S+tCF/uxA=",30,4.96666666666667,149,149,0,1,0,30
"/JRXTG5s476Go2HFLls1i7UOaY7sj/VkGpqFHFtIfuc=",30,4.96666666666667,149,149,0,1,0,30
"/K4Zjju8ju/ROLRoJ+B2MLF2U3efiYewLLLU0GmmTLg=",30,4.96666666666667,149,149,0,1,0,30
"/k5kM2KN/QO9J3P6ewz0rmdyizoFxla1hd9bGj4eQoM=",30,6,180,180,0,0,0,30
"/kCJqrtNM1ssiPTLZTcTbP9+7aRfu1H0N+zzPNJAx8g=",30,3.3,99,99,0,1,0,30
"/l9pCVwLjRIyhm0PUPQ4FEVVEo3TR7ro3HlhT/tvz/8=",30,4.96666666666667,149,149,0,2,0,57.5
"/LA7GpNr6M1tC6hS/8lLHlZdbSAtAe4TqXXTReFy53Q=",30,4.96666666666667,149,149,0,1,0,30
"/LMXe8BPh+4ba3gXZmGmAcTLYb7RuiKIBB7Nn2a/+iQ=",30,3.3,99,99,0,1,0,31
"/lZCSy40zq/aOBS35cg2EOSYDgbwgFtjq2lfDoLadhs=",30,4.42222222222222,132.666666666667,132.666666666667,0,3,1,20.3333333333333
"/MKZeGhMPIIBefCOTtr7Mm7bYgCdCBl30OhDXRswCqo=",30,4.96666666666667,149,149,0,2,0,38.5
"/MqSp0cTJo84jdIr17TSWYPKL7iBEH+kcUwa/JoYMTo=",30,4.96666666666667,149,149,0,1,0,30
"/mre8UCmmJdsGW5jmmZuxfVO3NYbulWrN6uS5NwWXgg=",30,3.3,99,99,0,1,0,31
"/mX2mndCigjT5NahMImVmLi0etWpBqSYsePW1K0OdXM=",30,4.96666666666667,149,149,0,2,0,60.5
"/NumUE3+EykVewt7uJvIMfpK2r5vKXJsjct+6atUa0A=",30,3.3,99,99,0,1,0,31
"/OKop0/EZBY3knndTLrWY6/B1HW2Hm+0SFXjlqSU+0s=",30,6,180,180,0,1,0,30
"/OoAFTvSVZoX4wj1fF/Mdq4Xke50Hv5ukG7EjFH5r/8=",30,4.96666666666667,149,149,0,1,0,30
"/OP4araEl5BKR6W+t8mRLcb1DO6l4GQYUqTVge609eU=",30,4.96666666666667,149,149,0,2,0,35.5
"/ptHXH2Afd2ZTfTjYY786jJq+BInarBsIcN4r1pt6Nk=",30,4.96666666666667,149,149,0,1,0,36
"/pUs9KMtGGyseqHQ8HFXUAWKMbNp5yvuR2foPI6XVFM=",30,4.96666666666667,149,149,0,1,0,33
"/QqCwRkwQ7ZtJLyfDNSLXYaA6pj/JpUTrp0cQWYXG/g=",30,3.3,99,99,0,1,0,31
"/RBL0f5FqMUyhjL8txpk9cJzUQAXIgTw3VmyVLQVYCs=",30,4.96666666666667,149,149,0,1,0,30
"/Rd3/kw24df0tFiClccOKrNKh9f1AovqXWH0z3F4L8c=",30,4.96666666666667,149,149,0,1,0,30
"/Sn8LtLRoG63z82PXzSKMkx9LuoqY+nZoVa1eRML30E=",30,6,180,180,0,1,0,36
"/tE+hgMwUOruFLMWrAxqtPpL/uMC/ODEab3TipLF6fI=",30,3.3,99,99,0,1,0,31
"/ToKkSoGC3qGNIqcYKhwMXCgJS6sY7iMXFsWkUQ/yz8=",30,3.3,99,99,0,1,0,31
"/TVNG4kp3ImYSJsynR5Fwg6fTIpLKUpX6OL1IuL1dZc=",30,3.3,99,99,0,1,0,31
"/UGeidxFQWV8Bz7EZSZ4qMuKE4iG1Y+les13mrcCTGU=",30,4.96666666666667,149,149,0,1,0,31
"/uNF9mNn7ot9lm2fAGzblOwIInErXbgCvTp4kDKHSX8=",30,3.3,99,99,0,1,0,31
"/Ve1YZxC1LKugOs+b0osqL2OI0DkuTYw/BnKGClpjCo=",30,3.33333333333333,100,100,0,1,0,31
"/VOB5IAb+4HRfgcXKIHyZ4wdLOivH+F9f6iKaNs+VdE=",30,4.96666666666667,149,149,0,1,0,30
"/W6satGwAq1SpcxK6R5FQUw86JsroenRLP6YVq+07+A=",30,3.3,99,99,0,1,0,32
"/whNJlIy5xeosRWvV3q470azlaNSRGzqvj/jRAje/MM=",30,3.3,99,99,0,1,0,31
"/WIU0PwFrYUuj0DVa1FP2JOGaBMeVKGBIs7OAPInaJo=",30,4.96666666666667,149,149,0,1,0,32
"/WKekfe48X7pNW9Ym8b0jf7IkGcmNpN8GVUjcYiyw1g=",30,4.96666666666667,149,149,0,1,0,31
"/wN6v8l+h0wm2NazqubFh4L47qv+AO79kzbnDqQ9Kco=",30,4.96666666666667,149,149,0,1,0,30
"/WTU56R0+QlVnfnLly4uMw9qzbT+qWW1pLQPnLCKTdQ=",30,3.3,99,99,0,1,0,30
"/Xb22uF8PN83cwxVJbeUxe7kuTPEz0Y44ugVtTWPKv8=",30,3.3,99,99,0,1,0,31
"/XhRwPF08aF9hNUb/yN8Rbz6+LSghFkDoa2OX8zef48=",30,6,180,180,0,0,0,30
"/Ygov1sxO6k1IH0APQce3MY5tMOcOmt+a5ui+qb1IpM=",30,4.96666666666667,149,149,0,0,0,30
"/YLf0xCPiDsd6Ofbv+hLs5b/sRGN1rp7xlON5rBcTdc=",30,3.3,99,99,0,1,0,31
"/Z4yIeMz4+BYU1kUNUo1zudgDiV9q721PQxiyBIbghQ=",30,3.3,99,99,0,1,0,30
"/zcyXVP4g4rGRekOB+pghWmfO8M1TO4sun16r3eXDxI=",30,4.96666666666667,149,149,0,1,0,30
"+/dPOn5gqSh3YaD2RC8eJXDaqSkrEbcXI8ebdZWrFaw=",30,3.3,99,99,0,1,0,31
"++4RuqBw0Ss6bQU4oMxaRlbBPoWzoEiIZaxPM04Y4+U=",30,4.96666666666667,149,149,0,1,0,31
"+0bTBUd2HCCQvdOkIwHJfQBylbEa8asZnl2pfpuQLYQ=",30,4.96666666666667,149,149,0,1,0,32
"+2Ee7Ql73zsMV4qaFR+m2bOBvcT+ETeNwQ+bNkmA6Pc=",30,4.3,129,129,0,1,0,31
"+2L2PZ5C0Nd2Abz7rKEgOkQ+FNSZU/Iu7VCoobZIdVM=",30,4.96666666666667,149,149,0,0,0,30
"+36+qI2GPmvnbe/OOBw/mlkR3o94SMEcHlk/eRxnuXo=",30,4.96666666666667,149,149,0,2,0,37.5
"+3Ar3UXwPo3xRJ1SnrEI1SnIAKtm0P5imk1BntCfFW0=",30,3.3,99,99,0,1,0,31
"+54QuABEFd0EUy85c0q/Om4JWGBFBZKciGOJD4+Zl1U=",30,4.96666666666667,149,149,0,1,0,30
"+5jkNASgZMyOXCeRNjw8MFv5HyP7L5vOUJin0D8wBpI=",30,4.96666666666667,149,149,0,1,0,31
"+5QOY3Gp6Xxf4RzVBCEwiZRp6wlnYhNFBKpmxSG+H1Y=",30,4.96666666666667,149,149,0,1,0,30
"+6qmMXasyIABNmWhO1U4YZMM6e1GuAh/g31EUdHHBjo=",30,3.3,99,99,0,1,0,31
"+8R1l43wuaW9ZsL1QxVGEGo00u062ILDF1unm2ii5XY=",30,4.96666666666667,149,149,0,1,0,36
"+9o5z46ONU7x0HGfTgyQmsbh36m4OcBCXc0leXzn/J8=",30,6,180,180,0,1,0,30
"+9Srn4XoovTb23W6hR9wW20qToPCDuz1RKvPGqwJpJY=",30,4.96666666666667,149,149,0,2,0,45.5
"+a+GmQEG1ZbG9bMPS3wPn9Ijq17PuzgqT7xT85QDrYw=",30,4.96666666666667,149,149,0,1,0,30
"+ab3mwSDw93LagSjJj99C9uZChz+mF/Oey9tCna8C64=",30,4.41111111111111,132.333333333333,132.333333333333,0,3,1,20.3333333333333
"+AkpHHTJ+J5ALGOrtQ94xYaw6mNZIiSSPRPiodv1fxM=",30,3.3,99,99,0,1,0,31
"+AOJEGpW8+k6dmGhR+Kk87LqZHh6MQZKNZPSvqvru8A=",30,4.96666666666667,149,149,0,1,0,30
"+bzp8f3GuRy4+QRdcT581I7h5reLxQLCFiQtFtjy0hw=",30,3.3,99,99,0,1,0,31
"+CdvqjljxtZW0m4WmAdyC2seQnyH3CBi0BDgoe7XFRw=",30,3.3,99,99,0,1,0,31
"+cFmpH/YsbTlFdoo7dOE9OcTjuI4NJUVx73j+B9VQDU=",30,3.3,99,99,0,1,0,31
"+dfR2/shyPTmyWWYYnIitUPWg1Oth/u3HyTCUf8/RKk=",30,4.96666666666667,149,149,0,1,0,31
"+fnPgazG3QdjFJ0gJCEa/bkdZ9CUgp+iJPpgL5Ymj/w=",30,3.3,99,99,0,1,0,31
"+fSHYnYNwetk5S/I73dlWjhjbz7XCMJ/BlWlncVJQx4=",30,3.3,99,99,0,1,0,31
"+FxfIxJlXECuBL/mZ+eTdNJagGjqkxP0xPebjO/TZ/E=",30,4.96666666666667,149,149,0,1,0,30
"+gPFiD7CY30Ww12jjCBq02HcoNJYGDhrUYUJBFTJ4LE=",30,4.96666666666667,149,149,0,2,0,59.5
"+GYkqFJTyWqVWkQ2+4VVwQxEQZdLoWR/Ov3YTwnZuKw=",30,4.96666666666667,149,149,0,1,1,0
"+h156aCCzvnlUSxWc2tCOV4yvD0dSFa2KJXl9cOCerk=",30,4.96666666666667,149,149,0,2,0,50.5
"+HaTf+Ng0wl87mVsqBJBnq0/V56QNbRn4vbv/EGRf18=",30,6,180,180,0,0,0,30
"+huFb/H8yK2XkX/NrhWOyp6GIv1YUmKYxGRC4VUbLwk=",30,3.3,99,99,0,1,0,30
"+IBEsiK/B5EFIVPYkf2ece4cNYxhyPeljFCL5RVHMIM=",30,4.3,129,129,0,1,0,32
"+ii4nSGbF0qdqmOpgxnDoa7VmHl0Mdf2ZUzcBELFD04=",30,4.96666666666667,149,149,0,1,0,31
"+IuGcs/iRLTqy+IJrlBpBVYYEDZo6mA/hJX83AzneMA=",30,3.3,99,99,0,1,0,30
"+JWri70asPdMsnL0H8oh23g4VHL6nnr651ZN3tWt9T0=",30,3.3,99,99,0,1,0,31
"+k1KL+KrwaPm8gREnj9CtH0F5xjtTgJhpxMEDV8RF30=",30,6,180,180,0,1,0,32
"+K4mKqJwlYKg3hvKcOwLmh/062AjtfMPSMs1lLyTCOs=",30,4.96666666666667,149,149,0,0,0,30
"+KAb7BPsUooG2RHUv4kcJFX90lOVRzYzElIGYHvUh8M=",30,6,180,180,0,1,1,15
"+kEqAe30xVitV6v1S/L54PFR9pEE7UFoh+xInZaKlo0=",30,4.96666666666667,149,149,0,1,0,30
"+kHyw5vGBrJn0/kY5XVP8uqUjd9vefv3EzYbZaBRw1E=",30,4.96666666666667,149,149,0,1,0,32
"+KiYoP2M9nXpUdmG+wrZRLY7aFupLJYaoWfDiWukVq4=",30,4.96666666666667,149,149,0,1,0,31
"+KJee4+b9E8MxOIoIMLLZ3xEKnzO/YB6nXComh63xb0=",30,4.96666666666667,149,149,0,1,0,30
"+kjPgNqt/EgcX73mEAX/XakrKlWMzhmOUULK9n/+gzA=",30,4.96666666666667,149,149,0,1,0,32
"+KrORg6sx9WWToLgLd55zeDDDXqhjXplusS2NbaBYDo=",30,3.3,99,99,0,1,0,31
"+KZUAC/xpmFU33JJlnvr/48L2ETme8DJ5KgtbV8W5ko=",30,3.3,99,99,0,1,0,31
"+LtSpCTvYjl/Pc0s9G84hYSd3EbA0XJFQrOFGKKsUa8=",30,4.96666666666667,149,149,0,1,0,30
"+MLmFx6oSO3d5g6/gUQLD7IchLb2S33zO977hqBoxak=",180,2.97777777777778,536,536,0,0,0,180
"+My1ogQmhTKu4iKfTFLo+DHe3ZwBZDdmLHBomz8Pl24=",30,4.96666666666667,149,149,0,1,0,31
"+N/yqmLCu4mYSS1eVy7iWFrozw8CFxjNUSOb2oGVRN8=",30,4.96666666666667,149,149,0,1,0,31
"+NeQp1nLCf2pW67bPZrHODprVE63KsrOipUzYf1royY=",30,4.96666666666667,149,149,0,2,0,47.5
"+oFXWgL8tiAiO2PLN4TbyMQ0CDI7NtESpVo2D31Wb5Q=",30,3.3,99,99,0,1,0,31
"+OSxIhS1m2uuYsdVZXIbMe3Qcl9d7quC3B9K5Vsw4Nw=",30,3.3,99,99,0,1,0,31
"+pQveyNEhxzaD/yTnD83iwErn3a9SH6Zozn1jb53cew=",30,3.3,99,99,0,1,0,31
"+QvOK5fRMuwyVmLjGsRON+ZP1djhyxjv/Ivt195cqd0=",30,3.3,99,99,0,1,0,31
"+RDMzzB9Zr1heOe9DetST4g9ZiFh79Y+UT+FefiUvFQ=",30,6,180,180,0,0,0,30
"+RDspeRdKiHLw/T8uiX8SCJvLic0qTpoJgYIzPn9zn8=",30,3.3,99,99,0,1,0,31
"+rEykoAgF3HCXi1ZbGLEMHXT5BC9+z0c196yrEmpUYY=",30,4.96666666666667,149,149,0,1,0,32
"+S7aHwhbJFaSC3ua0aeoCxRyPJzdQeD7KrxVGGHlE1g=",30,4.96666666666667,149,149,0,1,0,31
"+smykxVPClzz7Gxky4WZ90CCJYsYjwURlaSWHp7KGUg=",30,3.3,99,99,0,1,0,31
"+u6Slpe4BABkRi9goWoaSTWugDcwWgovQF2xtaLYQbM=",30,4.96666666666667,149,149,0,1,0,31
"+udAeXfnRB5NqeXj0Q2fYUyW/+ddLkbvWMDnau6bXQk=",30,6,180,180,0,0,0,30
"+VCTUhhZVeJehIoV3WkS67+Z66oFGDdoYLGf+Kvnb48=",30,4.96666666666667,149,149,0,1,0,32
"+VFCxyIAwdbY9gidb9B631ipB5blgHw9QaX+NSwSOQw=",30,4.96666666666667,149,149,0,2,0,40.5
"+Vk9+dRmoYqWPUorqTXC93P2awFowcSQUNKvmQO3Z+k=",30,3.3,99,99,0,1,0,30
"+W4kIUJhgJ7jX+O67PR/n7aTWzKAHp0P38UQAml8Bwg=",30,4.96666666666667,149,149,0,1,0,30
"+WLYA1mQsRo3P+DDT8954IQGEBMoPvvaI2q2NBE17ZU=",30,4.96666666666667,149,149,0,1,0,31
"+Wox8GOfvDAXxNWNIM59sJ7Zx7JxyJWAW6tcPLaQ0Qs=",30,4.3,129,129,0,1,0,32
"+X1ZcxyKkINg5jqKB2zkdc07QGY76dYfoMIHougyIxM=",30,4.96666666666667,149,149,0,1,0,31
"+xaj1RuKRbDuaWlRG6Y31q/qv3RRBI7ao5AFzNMxhxU=",30,3.3,99,99,0,1,0,31
"+XBbTzfhqMnyGhk/Dr7XbAJ7ybfedKeern+Ya3aMnEk=",30,4.96666666666667,149,149,0,1,0,31
"+Xcv0nhIe+Q875/dMzraE5SCG3wmnWq7lnCzJsTdQF4=",30,4.96666666666667,149,149,0,1,0,30
"+XiyuWRItsLUSj/TNcxnBM32LrIOtTIwpECDMKH048k=",30,3.3,99,99,0,1,0,32
"+xnTBOR/Q50Xo9JoVxY9m1aBAEB3PAW6veNGVJQIFCw=",30,3.33333333333333,100,100,0,1,0,31
"+Y+jWfZg+x6DFLWBjJ25OLg+MLevVqLC+F/6S4g4JVs=",30,4.96666666666667,149,149,0,1,0,32
"+YFdZd2yFT0S+qyg8P9mOTNBacF3NFIUr/xCWWPE04g=",30,3.33333333333333,100,100,0,1,0,31
"+yFpfaPTeFb1dXUyclLiQtU79M3A8TujIPkCnbX7AlM=",30,4.96666666666667,149,149,0,1,0,32
"+YXlQxt5xhz2V5apIO2uxHnAFXvkBnLL+BGhqjKJKrI=",30,3.31666666666667,99.5,99.5,0,2,1,15
"+z4ne1ARYp9LVRI5qzxgB2DopBar7v6+XDyS8ngI/sc=",30,3.3,99,99,0,1,0,30
"+ZFJM9LSAnHoGIrLNohtBcQIVCjbOematf6fwvOZ/64=",30,3.3,99,99,0,1,0,31
"+zGCFntelB9tCwWCGwIb3bAsJL2sUN6IREf6PS/1KXk=",30,3.3,99,99,0,1,0,32
"+ZYijzhO9bQtst5JlQMjMUnIxCkQ5jhKS6sCaHEaTXk=",195,4.58461538461538,894,894,0,0,0,195
"0+4/VhyIlm7vOCNAy3OT4i8IES1lyK1loZCq06D5Br8=",30,3.3,99,99,0,1,0,31
"0+I/4J1nT3zv6gxzo87tF9sf+EAl7qmHVnqrKwKgF7E=",30,4.96666666666667,149,149,0,2,0,33.5
"0+PFhfQVS3eA4RCkOKuVFDiNS6e1V5+qxjdx09YLDo8=",30,4.96666666666667,149,149,0,0,0,30
"01cMU6xyorK3Ku1/QfURzH7QD7QXOPxaNCg4ssFqVgw=",30,3.3,99,99,0,1,0,30
"01DlPcLOf11odX3tVJuSgY/D11xNwLRYOosVmRafhLA=",30,4.96666666666667,149,149,0,1,0,31
"02AKl62fxHDaaXn7C18a154sfiuX4HohayR+8/QOSWg=",30,4.96666666666667,149,149,0,1,0,30
"03/HYo/R47BF8VN2NMQ0DFvXGR4FK3kKwc8DSc/sLYQ=",30,6,180,180,0,1,0,30
"04ORnle3H9XjHq0NcFWslXsXzKFx9gorOvi0EuVv4BQ=",30,4.96666666666667,149,149,0,1,0,40
"04vNSNVHsqsh1+iLZZgSkNmClNOL4RJIirapYHMeYKg=",30,4.96666666666667,149,149,0,0,0,30
"05Be3mhbjI1//xY8MUaaN4VZqUEQ4MINy2Xcb7wFQZM=",30,6,180,180,0,1,0,31
"06rltyqOjlXNeZySINfgikf6fktHfgyqOcxbzwzKBAA=",30,4.96666666666667,149,149,0,1,0,30
"07+WdBz03ZI3tMD1aDPpRQ2Nug6WDwzpaTN0FOqhsEs=",30,4.96666666666667,149,149,0,1,0,30
"074aHv11ijwxdqx7/t3mTDZdRgihS6fXgCZ0/lxGZzs=",30,3.3,99,99,0,1,0,31
"079U2NtxKOJKB36SP+7Y2aK/bXmC8/edsX8TW0ZrPCc=",30,4.96666666666667,149,149,0,1,0,31
"08cFbb4oe5eTETOEqKYnJfhyFHcz7olE9g9uHWL4zig=",410,4.3609756097561,1788,1788,0,0,0,418
"0A2kf+9wAGKah05Y5IOcP/cGmRnrQx+thrsSj5a+HIg=",30,4.96666666666667,149,149,0,2,0,33.5
"0aEuL9fhuUXN89fGk7l7UBL+kKyJSgJ5DfddFOPfze8=",30,4.96666666666667,149,149,0,1,0,31
"0ahPCJxOz6uhNjjPWuhzutM+pU0bK8KW+3HrJb3fPiU=",30,3.3,99,99,0,1,0,31
"0bFh9f8yPOU/8vsEUPRD6FbhXgvapsCc3Fhvm3aUm4A=",30,3.3,99,99,0,1,0,32
"0BodX5Es8uTNV8KXHUMBi7onCxg8aBsIUVlyMJdcflo=",30,6,180,180,0,1,0,31
"0C+TeQqeRQfMnNAacESuHNihWaKgN5/YB+j8KHNJdHc=",30,4.3,129,129,0,1,0,32
"0CrL1F4geBvQB+5KE+7N6vtml6JNodb8vUGsUE0loeQ=",30,6,180,180,0,0,0,30
"0d7qoP7BcgXSbtm2KaZQP2ygLGQpr4yiNO1Q49QqrDM=",30,3.3,99,99,0,1,0,30
"0deU7zFJF4u0mVK6iLY3JflTGsOJdc9Fjzsb/iSZ+18=",30,3.3,99,99,0,1,0,31
"0dfI82qsKHD/VW7viy7oQmQ71hjPJDwVegtlI/UsiAM=",30,3.3,99,99,0,1,0,31
"0dOMiPsmequ75+QFp+xuOhSUW7SlIKQjQi1UXobuMDs=",30,6,180,180,0,1,0,30
"0E83B/HThDubFbRzNifiXfWn0/LFLuKd3ijUHZ+3JH4=",30,3.31111111111111,99.3333333333333,99.3333333333333,0,3,1,20.3333333333333
"0fBdpVBKE+o72MBNhFLHJFE/n9lo/4CXGGBSzdp82ro=",30,6,180,180,0,1,0,30
"0FPksDiNNSuzNoOyMPJZCsBHpHavtx74pyjNiDosJeA=",30,3.3,99,99,0,1,0,31
"0FURRuS11Mo6AdYGcf60yiYaftvoNUVWTRM5QnjnSKs=",30,6,180,180,0,1,0,32
"0FZHBLZdxNG2gR/dLwuXesoQJzri6yGfxX4cniR4eWs=",30,4.96666666666667,149,149,0,1,0,30
"0gEmUqkY/a5Qt5PmmHBttzO9hAvqHe8oR7QiQjXyxU8=",30,3.3,99,99,0,1,0,31
"0Gqmocsh4+ExWBGqr/9Wv8oMf5JFTTbmp/6ShVtQbHA=",30,3.3,99,99,0,1,0,31
"0HYXA2Tn3RsIBnUtXsB2cCcjkRArj4TT/kXub0TiBKE=",30,3.3,99,99,0,1,0,31
"0I6pia1zRYb8FkKr2h2/5N61cWlpSHiYC0psgNdmwUw=",30,4.96666666666667,149,149,0,1,0,31
"0iJFyQNk/0Mb64foj0cmDBUYX2V1CEXCKKDYtjDszZQ=",30,4.96666666666667,149,149,0,1,0,30
"0J0R6CVYq8UCUwl0C1ENqzgql2lX/9Ojm69Gk1CM02I=",30,4.96666666666667,149,149,0,1,0,30
"0J1pduQGQv1hXRrJn1+K4vvehfV4QoHL0TKJG3zmNjg=",30,4.96666666666667,149,149,0,1,0,30
"0J6Cz1QiDwmwDdBOLwlo1sqDxkwcLInDxZQxY+mZvm8=",30,3.3,99,99,0,1,0,31
"0J9e9ltM+ZCGe+xiCHcgGmEaXFaztZKfaRsQboU9rNk=",30,3.3,99,99,0,1,0,31
"0jDha7AkgnQrZO2HEWzOHwzZj1HYGAl55X1H2jgRp+I=",30,4.96666666666667,149,149,0,1,0,32
"0jdzDOEjGfL3zqJbcmyrrtJQWRVHw1n7olXbvCJe3J8=",30,3.3,99,99,0,1,0,31
"0jvRq9u008a4XSSaGeV4BEyxRNb4j56Ub3bo8Y1nMNc=",30,5.48333333333333,164.5,164.5,0,2,1,30
"0Jx7BctKvbiW1CiqTFRGsnk1VpIEwIDrgrNlnyhgpUE=",30,3.3,99,99,0,1,0,31
"0kwiSWyBtErRTJHX++L5PAlJ1fksV0okrOGiT+BJdTw=",30,4.96666666666667,149,149,0,0,0,32
"0L3Y0gWgsVntCpKwGj0d859PKZEMAtpGj/a9bPN4TFg=",30,4.3,129,129,0,2,1,15
"0l9RyZ3yqoyAJHSvCYuh5wZvr3fSh7vN0SXLXDvodEg=",30,6,180,180,0,2,1,16
"0lbJnUzXK4alspOivsKoKEcfZCoe5fU16wGx9GVyZow=",30,4.96666666666667,149,149,0,1,0,42
"0lEEOBOd+j2aCGj7Bn0dmaA2RRQ0pNbQX2rPOMu0TnU=",30,4.96666666666667,149,149,0,1,0,35
"0LHGJeUTBfqDszCYEGMej/eQN4PSFdtCLZe8yFxAJUA=",30,4.96666666666667,149,149,0,2,0,41.5
"0lr1HoeE5PuqsU8F9kmtaWQO5s79zEpH6FE7jb7wd4Q=",30,3.3,99,99,0,1,0,31
"0lubcngHxehsFqxevZAMySW08odC0FryQH8DRqkGVXg=",30,3.3,99,99,0,1,0,31
"0MWCHodQoYDj4ZoRDyifJSPggsLWrE07Hlcz0iYmeAQ=",30,4.96666666666667,149,149,0,1,0,33
"0nFbN0sMrEqp0IuYgHX4ylsACy2qK6/Fu4E33U5KuHY=",30,4.96666666666667,149,149,0,2,0,53.5
"0ojR3uQV1TPzFFejKfAPpEwLoh0xU3nX6vyZhmCfjnI=",30,4.96666666666667,149,149,0,1,0,30
"0OwfHyx+qPe16hu3qj6Yxt2mKL0py1/07hvRCYjVhGI=",30,4.96666666666667,149,149,0,2,0,57.5
"0Q4jkvmIjr7ZmrR4cmYuTc4v5lGk3DIdhQU/HTRPlTs=",30,3.3,99,99,0,1,0,31
"0Q6fYSnZ5wcb0NY1bShvQL9QFKlcgdzYd1s86D3vt2w=",30,4.96666666666667,149,149,0,1,0,33
