msno,is_churn
bjom53Iss01amia9n49I5GHmbTHw4LWs2sJfGooFBPs=,1
0pBnsaPXYhB8mOOihKIX0PpOiMt6p9rTIaI1IQIbaxs=,1
G28kU12kR25rAalQGfR6OkI9bZeiihlKHYK827YigU8=,1
DWcY3unL0RjMOxOoKuU+KwycNNm1V5pxe0GH6iRTsu0=,1
irrx+VfWNlJY5HKQYzuYgeHW1NJ0e0wzzmdKQr4NcbU=,1
O6vTRRupy6mK5FCPJBLDWRjt9wug3A/DlhZuZ6sO+5A=,1
AaycZyUS1WgpDTLENVwNb3QQN5OGic6/XLd+VU0elqU=,1
P6jmd4D/2odqTjvJQvCX/4Yq7+mbYQycBwCSvaCXbbw=,1
RHmBrk/LNSJAF6fU7WahRQRsJpUuFmZpLt0jCcZOLH8=,1
UtupBYpCQu/6sN4jhMBCGGBL5t8kTAs8LVPiFYrqtX0=,1
WdZJW5RkFvUlC1qJlmVgE8tGim9CmS5Im+N/jg4defk=,1
lFPKpYQ8DsbZ/LqXXpuuIilBTa7OZZ8hglR1smrA6c0=,1
FxJVEjGO1ltEpC7kwiXxRLU7yT5WDKXr0nLl2YxIDG8=,1
hwxdaL6TzVz9y9yPJwU3DL2eCEuRO2Cixmfmlkib5V4=,1
zf1+Ak2SKwRbizfvn/QIIKU1UDa+mmInV70aa57nRUI=,1
sqH2oyM5j8k2as7BBJiio9EfXZD4l7UeieG1RtKiJWo=,1
8ThqxXGtzwsTQRb1iLwI2zquBIoumvyJwQBJyDR139w=,1
crkNHGco+DL4boG749a1aHc+mTQvAGuKX8AVzAU1qxg=,1
H9uX4kE6Q77uU0gNAyc+PQmfOH7enc+XBSoHPuBy8jo=,1
mdgygt7ZkNgpkVBnMZcvEi0C9m1+9vUHQ0PlsCbSfQw=,1
2Gfs3c19XPA/rtCUOELVJi57qf1Z+5M8PgH5MnSBWUo=,1
7/Aw1tpEhfT3qrOsPn5Di/bGCm4yWK08D27E9dDoD24=,1
sbMSK4vNqs5YDDg2tcdkxYQpYzy/ESInCybERr/6ct0=,1
navLKF8T+77V/VbpATjlrXPxMtr8MkFObxUacfGuvds=,1
huHqjLx0bJu04E3s4zTkNRea1awGWeINLckvbM4wR1E=,1
SYbGFR6T5A172/hjiLYuvbdWX+sski1SS/7vnR+Ug/M=,1
XYz+t6olhu60a2JsuKbSDfj7PxKNb6yKgSgb0Ssl+CQ=,1
NrDIYU6iRitoJR2AxvRq6FymSPuyZ441oXr9iRKEm2Q=,1
rkE8U6gWz1x6AWZ3Fl7DYOHu8X8W0BWi6plCOKRk8ps=,1
hdAacioGVLyZyJkFpAqtudfS6mirsrhNfVx9b1qFpRk=,1
hfRBPguCwH56+p3ps+US1GpK63cpBo8+EmVm5eMNLcQ=,1
rIE2HNhCYxKoGvoiUvCvqfwY0FfSgrhE6PI4KWLDbYU=,1
V9+4oDUr9XDSkmbt17iXJ+Hl4i1HBD5NaM68asDKjPM=,1
lOc6CoCmM+ovgy3M16dCl1vgH1twiDQUQGhWlgBWGXI=,1
p+91erF+e7qb+JTjGY578xoN3Xt6uxUvPGw0dcRQLns=,1
BDJvsayLvOFf/8FLMGq2vlHCp0d8FwMtDDwckGlWfoo=,1
Zj4hUHeLuGmsZh1u5+5ohZ8KbKZg8BsG8rxx/q96QaE=,1
NRwDfd3rWGN6i8FfjTpVeejRfsnwKHLg+IdXJfhCMbk=,1
Xr6vBDFBSLcJK8vbRYXsoYwFSrAKqDTkhA2qB4lFXGQ=,1
sDPeudJ2EKQhFJA1HhWeztAhPI8T5SRQ7RyP76qKwf4=,1
Hq/Bp1Jzd4WREW/yxUSRvTC+XKQof6+mMM6ePx9WJdU=,1
6IeIrx99mF90X9DZGm7EIQoc2qpkQtXacR+3q6rKFhE=,1
xecL9PDuh8zqLF51r4saLET0URzr+T5pHQNo4m7rbNE=,1
38Q/s+PCH39nJ/8qoNuKv886KP/cW+ZMwdLaNviYcds=,1
5R37kKqoF/kgvH7GPG2uXC9k2ad5WBPKqoWPzirxk4w=,1
ns7R0jHZAp9SgVgmc0mKvcazj1407oOZiOA/7CowuVQ=,1
jS2LJfZVhNAxL/oTjDBxYQokCjBDh5cmCl97FqFYL8k=,1
6S+uoUQYpQE+2U9EcKx9EndV45K4+qQEUpkXzI/S9kU=,1
OE7TcmkqBt9crhfWuHP+jRiQwylGIyiM4kmDwIXwagI=,1
RHgRjc1DYlRJcilbEzY4/eS4L3Sjyy6Qk2peqitn97c=,1
ZF8A/pK7oj5PiqbtcHgisMoTH40mY5Md1CVmeRIj76M=,1
e3t2o9ohsZtu3aDPsSRCqEOBaS3I4iM9BcRBfanjay0=,1
JzvA+EvfahjO1si+q5epNSJisixuCEo9fqUjk65BukI=,1
KFYlF+44DyiMsIWC13u3qP03t3nae2tw2TOsjTgzon4=,1
RBuIJGVYU44nWDQgabPFRvhFJjS34XQvXu07+IIZLe4=,1
dZJN+4p41TUttrthhJUL79Y+15U11ZmWc0oYiOt5Bp8=,1
kcdyy8NN8rZxtcGiI3B0o2Qr33C7kwlUJZG6tdbpkus=,1
iLfjQUqMWiVEEMKTb32NPws5TT7ez4TdXd853ngoghw=,1
N4iKCgMDeT87p5payCiG4tgZE3GRIyQOFWoK6w33oiw=,1
H0edk3Dm57vLW3sGKiqqd/WwO1Gvm8ePdrLSL8UWtig=,1
ZXcfwwb1WyToDIXN+3NaUg31A5yo7cXPVQJ3FVRUBug=,1
DSqZNVm0qmVsxRk22vEugRhAN3ekqzjrQvOd+Bsj4Hk=,1
RKMdhOPYIwMALEee4qV9JkEzXUt12xcNwWE/ewwHLEk=,1
tF7H4v5anI+h6BE5e17IMWPTUUWSZ9ParXifi3Ntsgg=,1
9Tl+wBa94Lvdiz20tlh4ZCDnQaREdrfXY/E2M/jZIUc=,1
TxgrtcjpBiwLtnlGS7gvExjE47EHpu412JZXb6Trj00=,1
PqyCiD6+0j0ZAFnYAPZtJ6/5EKuBNuB6v/8et5JKHLo=,1
nldJh5xNY3UydweNYjFrJ7HYqinjZDleuAwmzGkuhzo=,1
9XtTnGWK6mZ25uSWAc192cZJjYW39FuRT9QhCTjRixE=,1
UlTT2f6D6FXyjojO+v3ZyNN1xyhGvFphqhFA8ArOrrs=,1
vZSgIrhXLVpmksZyQHHI/Y2UN8qVz1zZkhIGxsdZUlQ=,1
o/DaS3e0vECFiWwc//vVcyIBBRt3URTcspnl92xcFrc=,1
4oU4OYtEyNL3ZwAj4t9uwRNyuzA2Xiq/MjLzaMGLT30=,1
o77oItDs9kgj2jFuvpN/GlBoxgBBg3KO56QmVF7K05k=,1
hF1FJRt1WY4oSm1gSbsyG0omIj6rgBT04pIG40jpZmE=,1
4567mcdOugmzvq9R3XUS3fsQH/HNXGKCt50jUfGczB4=,1
WwpshAlSoEairiwO2ng9J2b6nwOdK4CxesLyaPamp8s=,1
kv52ysNahWYulSEmdlTbKmpV1E5vqppVm3Z+F0NnJfs=,1
BD2ROTjDdVaNstzBaWIiU4sjF2+UMyVHeSggW4Xl0T4=,1
NTzExV5ed+CTdYcdRp3ub4G6u8j8H0yUnNF1cJMCvlE=,1
LzdaZr+rqCVH95ljS6/AecVwkaLDxSBg4nP2t/nSqck=,1
+L3NiFDRY0xDjIb5K8oCA32wyvVsfkx49WFOFs+nnIs=,1
pgaUZ0D2UGbPTRC01Qh3VwHg+ZTPxlHzuuSkAio8aZY=,1
cpdkwPN2R+Q8XEsRvnPwTPERuE0ODK5aua16V4GZYlY=,1
l7dacIXZckFjpd4hC3Cum0Kntn9MbySxu4F/yY5j2Lg=,1
WRgsIKvyRPEJgzJnFofGieYYJy+LiXmUtPwdxzd+ENc=,1
oo6MFfuMQdHgvrJEJMzTdrP3lKklzR5RwlJ5Ho35H+Y=,1
G+AMiMIQHpQF/CLiTGnBGpMkSAF394Gtrz51oe3+mX4=,1
mPKBnUve0mkLsztOPPfsh9OLLt4XZ+MZbSvnrqc5c+4=,1
g8FeYAZXAghRko4yxY8SbRd08r3HAwG9G9BnTpqt+yA=,1
kodWTQ3GAFbG0w7bVwp3259EtxXb1aAjFa3WwdKCxD0=,1
b2n94udZYEL9Q+PZFagb8Ov21C/6bEbn4dWERZ9kZ78=,1
Fhdz3gmSkbk6S5Q2zH12sbIo9orEOHURGY/l243Ij7A=,1
y1Jeby1zOt2QCl8C/hKD9TmtsT/fdIbbnNe3Zh8IBzM=,1
iS4PEibX+NNRARRfx6dMMXTBU3i5n9gbrm7PTdiYRa0=,1
/x/UgzCp/N8amTXvZoagejA5Uu0oohcSi/voA9Jg/zY=,1
fbIRsP7OD9unqoXT1jEXvn3xYq9Uivlptp4ycNPssK8=,1
0WgD0fmcmgcdudYAjyvwy75GTNml6lWqX09zQq+poL4=,1
FR6oyD8PpKJUh5vroJwLWjEDKgWumDIYmUPekBpfF2Q=,1
YPV6pllcxa8f9H4RXy0S2EwzstPYsRrXULTF8wExX4o=,1
+XRDD3WEkDRnDgLsWqUK0PEtS1Wk4taHww0ZYUBMegM=,1
4HZTm5egqcYYrdgKy/DBsuC+5bXpegjQEv0oigEk2pQ=,1
ToljowHpQ+nLXXSw6VOogfNQhGnRV3Yg0WVg79JzC8o=,1
XM6ZgLOiGY2uDf/eKs1iMmaZNtuPDdY97VHBfTeQeZM=,1
wWT6+6WC2VPYpBLvUmdAoocShzZ9PUTf7HY2HZAhuPE=,1
PWzvNpsHDbZjTrd5dTuDL3cNkBy5T2dHf+6m5PE2yXI=,1
eJk0JwFaK2p+70oHJrdRzXkbrl1mDtMwxAzvjiVOhu4=,1
jlTMXn4R/WxJrIkoiLAtCmbmddBiLfCeRATdANh5XDY=,1
dMyJFscLryqu0Cd5ua9Jvqa3Bvmq1effw4HRYjh9/3c=,1
eNS16tH1/5V7pMGQNkNw+Dc07sCvnQk6HEA2d/yUsz0=,1
As/qb4ZjWRpHwldolaPxUwIkHvnwv/PyVL4eHI0MYlI=,1
9L7zPrbZ4idsNDNa6U6XavV3Q+L4e5vXzd16RzSIB28=,1
lPBIWZ4X0usDjpVwP+Jp8tDghqMVDXY0scu7txDn0gs=,1
TtMyY69nBY4fRifUYQtveyUTHVZVizQVvxjzVA+wi4Y=,1
AtVQtzWRg0fYpB2NGxK28AWMOFpSSKF4cu6otVEgKrw=,1
y0czGbjCtuQb3ivFyXB+oWMwiuV8yk1j2igPQAIwm3Y=,1
G9HzTJrk3uzpwm4+kp/gMNDJk/EByMZlxyqY7wejKk4=,1
ezNfYeFbSF+RvZDbe+8gb8+F+NYvCBVdVCsXhRrmais=,1
P2mS6Hvlu2fuGpyanKjcUsy56/Rn4gwteexnWmXTEh4=,1
ywE1VSo0vwopQfcHhUOLJnO6q7rSpIz+5e9ZUJ4U1pw=,1
GKWjaXGn+PdepR9Z9Z0A3UyL2IS1VJeZumLf2pQ3uz4=,1
GeNZdgSTMp2eZ0rPG9qI5Mq/OOWcly85KA0RACAZgWE=,1
bVeWCyywjeDe20g0d+nUXsjDVNQfanxxjYiI+DfyJDc=,1
NCXgq2/apRG1Xe3/lT4aNArEz1wh/atGXKTzhoCkXR4=,1
hdYKikmlHROLLpx1mkzA2JlJn708Orc6CZwpcVe+bXg=,1
BDsdpqFF4eU6ZRk5nLeTiddiqngTlESyTgqA8O2bTOg=,1
Jb5hlyBcVAHgsj0GMe02Y1CShNPpVILvy3IfFWRwbOk=,1
nrFzl43vAclMDffVR38ccUz59BEsvDobVqzTbuU3GCI=,1
f/88DxRVJPVu2CC7SUYuAl4XDUu0MlIfCYmEroELslQ=,1
Ak/trT34/+ogTnTv+77g0kNXMxsVkViDAcMUwkHCwlI=,1
yWmNZtiaZNwBPnKCPSGaPLgl3kBj6FPM6JUy73NoDk4=,1
mZo6VkQKy3YI5iOTfRPNereIVg3e5HXubpGrpCpFo2o=,1
frKwQWXqc4lTUZ2GYMnGUm3XW+wvIEiU8caxDcEdUNE=,1
ZFLM0SDl0b54ffpfzZVc48yGQWr8PKfWyyoONEX+TUs=,1
KajGusOyWSSCjUov+HRKkZJqFid+XGhq/TuycGnltOI=,1
5EhlTC0VR+VYZaJcBGB4eGUpr1zv5JQnvt/9lgtyQTw=,1
U1vbR24yXnZuTXHDJIluKtkPXc/QhFk1/IC0UGkb8+0=,1
lP0axE5AP/9s/Pf0D2o8obcBS5mjXFD00WNsG52Dro8=,1
IBgnTzn+vMG6lzTKfQppOALdGbev5a2tK+qwoiHOB24=,1
fCN/8sLOooC7ket5DySCpUtfP+v6ujdowm++wYcokqI=,1
aT2DnM7wBkfCdr99yZIwhdFFJfbuHjSd5DP5nTv/Te0=,1
9MdLcDmAnvZKr52e9mkU23v9bSLImZjqOrcnTr6LFyc=,1
D5/pQS0YOVEibxcnn7ZdgXl5zxqKOKGDD9nmHNWDaVI=,1
x1aOjk/j5xGnWIgJpBKAkIhnsZ1VOXURcKmTQ24T9k8=,1
GwEpAYR4bIPAsklbaBRhFiFmBA3S1XfIdHmmPlWV/7g=,1
XONXvOzGOc2faHi3oEdxcD7y2ZmQ1iQ4hKITu8jhKVg=,1
xy9hBcR13CJNQdfNanVHNGJG5Bw5eVQJwwXUIX4Dsw0=,1
slSVV+QalOHLwsFfy5c50FZKaNB3NUadBOPp3Nlftl8=,1
kBVpERWwZZgu/IlfwRKDCF/BEaUC2WxY+46rEbF0H3w=,1
rttIovZG/lE0HQLH9TQ38ld8Vl+Fh2KEuOlqeR2NEmc=,1
MHbUBAmSThUNwYVvz0j47/dTZwDwCF3BnLmeySbwOpU=,1
OBzuiRQIH7MLYWaqaKI+YFlldiB3e+wAx59kRYYOtUA=,1
PeJj/D+87l4+lrSLDbmKuwVwtNjytyZkM5IGZixg07Y=,1
7EJLB3B/wePOzEFBIL/9etewXmpSt72+rQnebJ9XEDQ=,1
huEdZlCZM5XmoBUvXYML70y1If/a0kB4sJ14Xrh3GvY=,1
oWp+jNqixsbT/skO1bVS5ijJfWzbhz/Kr3ufv3OeFHs=,1
iTEAhjgXTjrPVn6hoJ+mrKJ8DFp3urpR352qT0zmpT4=,1
7C21xztfu16QK6t6oNoCjS5hvmiNdqBbOz2TQpzlUQw=,1
V12aq474vBzh/JobC+zZ52o6o/Sp57JWMq96PwREdhA=,1
vH8eYN5nCz5DJQYBKljeFkZHpa9H+1glTrBNejt2M4g=,1
h6bN9ycDG2ewOAXFbe0ulQEhzIN3EL+N8vxZe0lu2s4=,1
qzIkHAYQwaDG7cIHVeTDAtIqTmUcI5wgbDkOfwALM5Q=,1
MThVtIOAF8oFYXecyxIB23ALc4+AjUjtCJhYFNOKq50=,1
fiLNJP6fNvtCicPIBz4gQ4OV2M3DHai8x5RgvpwYvw4=,1
f1uAChy+jcI5oc2aks+ld110ycFUFdKRhphE7J6Cu94=,1
HCkyRmPun/8qFOD3E63GXcVS39LNG3HxuPRV6S/oxKI=,1
rmFiwEOYGvyYmk/8EvW0XlBiW0pG/KKsy2z5TKGLkbg=,1
4ar4exXkhbiGHopRVDwx2KTAebNfMF8IRs3yg+pkmwg=,1
dvypLg/NCl3bCQ5+VSHnV5lHInrHPeCKEj5PK63qhH4=,1
VozNJ6ipDNHuPgX9fQAnRUInj8/MoaH/bqJYyhrxdYw=,1
NKbdvyzZ94rjRzy/6Fk46xp9oMJlRE+HBeLc7qt9BXU=,1
7EbzSjzoisbbLUIYGlplh0TXC4rTvdcSf6EcpFzVPwg=,1
wrJAV6IMroQQBFbfAvJTL0e6f+ZYJT0N7AwR6MvPYJg=,1
2Jw5I7ngoZC8Vx+BbrVaR7mcv0CxwPzvMl6V+yki5tU=,1
bOiJA1z2zZQOeVV04fSv5ic7EZhfAyhn7t66VtqsS8k=,1
6DhviWuWUR0gY/qPnhj89vmnn06CAhM3WCuLeAKIE4U=,1
9KvcRHuQIkAEkn83XPhSL3bPPwiQS+LmoY+4L6mKCLY=,1
LQIEV1CQ98oKLKJNEbuhCf8icBXlcmS4P2M3T1wIBJY=,1
EV4R/6uMmopIqxn4JdLwEWU5ZZTogJwck/HkcRmvaiM=,1
nRKPKAF7KONJlVlzf1jVHQd0QI3rvmu4tHQUouT9fRY=,1
jjeXUfvIgnfz8by/yQ8Av7Kny0AZ8PLJf/34WTn/RnY=,1
L5SaJ577bexvhVJkxuCUamYcV78/oMtHicVBNYcUj1Y=,1
XdzTJhS6DS4oTJ8pXB88qsqnvKf/gNY8E0Ttf4OV0eE=,1
CQ1Uy52dYAAG0fwvM9uZ7rMzyxqObjgFsizY8YGNWQc=,1
rc0T6kZ5/VJoq5opYKhjoqwIKSgqWe5SrQNZHc2qWsI=,1
+gDCs40aXOQ2zLpDeh4MAkdrjr6w9wXidG9mzTj1Jvc=,1
7tDtq3XH/A7oDX5T+UwZ0pwNWeAEgs3k3N5UUtwovsg=,1
UpwOOkVHDdGF50wNSO9FM6XB2l2oLuk6jWxl1sbMN74=,1
FKK0KMJ99+3NBOTfap5ksV1S13tUfChGWOEuGAhTK94=,1
N9pTx6Xin6oypLkX3LIweu0h5qS/xPQ7GkTCR83eRME=,1
AcR4qZ4U2vOrhCnlHQxZWJXOlSC5Gga9s01P0CvaxYs=,1
/6qsP7B/Rz/hplIh85utdYUrlu4RZhMtyypRP0fi3UI=,1
dNnOuEKr5wCv/E6fbFDoCvHFd1dxmgE6OTJE+Az7wxY=,1
maAgrl6U0frCedgxXSOqb6VWTDuyIIgeRFRMKNuAb04=,1
P2gWA0bF0p4nWfg6S4J4+XztiOqUr0tmAWG9PtjeYSo=,1
ra1HN9z5oAfQ9R2lnhnHBxKNd4W2e3k5Hre8oJjVjGY=,1
CPKC7HXQLAHBZEH3ZonW/0eFfQG9wZalL38dVHaBEbE=,1
wUeeA+HOZiIc8VGeTs5vdyh46BbK5S6nVLorv845kvw=,1
08xVjX1IPwK3K5yAG507T1eXFXvOb70umV+1wom1NfI=,1
9p0fYhssa+49sQCoEC90u3R019Q72ArY/JJgnHJnliY=,1
asJ2RYIuAlEjaLfxDtk/z7dRxn+9Yi+xBlFDjhLkt6U=,1
DCGCa7V0dhjzkWPgIQZbcm0KDciBxhkfRJX21/y5do4=,1
kicJkAKq8Xkd7hdCXvoH5zZy0j571Oi35JYo+X2ZFuQ=,1
RoeRBThllr6Ks5RDN0Y/lpCE2BcrBtz71rdYRQk4UWk=,1
/e3gtF+W3KjjxO/aOdZYdQyjfS943ahrtBwzqghXD3w=,1
kDYN6ERJviBZWKL8kecpd6e8Wk4jeX9dBsSZpymxsxE=,1
1RnE1qm4zlEsAMup96VWVrcRpWQSa/ZsGGIjbLdYfNE=,1
MygBA8+XRTMjLUt52glbq79Ej2s01JsSO6e89Wz8sdg=,1
61V8bLhTWPicfr+A3HhZrGdf5NJ3eaycrl3dzdUqvwI=,1
X+BrhNDlsXwVReoso6S74UJtUXcOIdO3QKRUKa9mT88=,1
H0rs17YzQ/if6+3o7TKfs+tww1XUjAuUmu7jKxO7GoQ=,1
lLKp4ubfyH8AsfG6Rx/7L4u0MJ1mLSCNa96dULIDA8o=,1
Aoez4wM//iQVa4lkZxjxvFBtdBFpPCTLp60yiQcZXHM=,1
5NgSkd+LKyPgU7Jc63Egj2FS+dnmFLBL/nlG8zHGuVk=,1
uxhscctFhdMN9Ns2PBLPYo4t5iWx7nu+NDgEnuS6WhU=,1
X8y0DTZbGFeMwftifPooOph+wuyTG/+wMWrmgzPs71k=,1
Ms0o68fR6db0pJDEPMeGToJiX30ydVUhlcn5GQhUXus=,1
CdC0Bg9n8xR7iAFmXBsLETPkRJH9f19gq1QRySfEyPI=,1
oerEOr0/+X67DCKGIt4EqXK5n46jCYhIM6+mwCYoVuU=,1
1IC6BWwGkzzlTO3jQNDEcuqsPKbNUOzsIz+ARSk5vwk=,1
AMamGfFJBCAi7DqD2kLOgM6W9N5WCvquc4sfztEF2xA=,1
TbTkdi271Pu75GUuJssu9UuSlBMP5z+ug894r/Q864E=,1
VGJ3D/hee9j55gJfWZPobQcxykr5eiEMp2Ag1eglvwY=,1
GmoDGWVuQwEbw8lih/QIwUOV6vHDM1c3dJrePkk9ArM=,1
imlMqVVa9xrdavNmZFwQPxNr5RwACHlDEY004WClynE=,1
5/oVC2DgoVN7UtJ9EUex+N2yWOaGNEyanySYIvYDAJY=,1
CJYxcNxmc6KeogO7XTjS80CC+h7J//od0Vsjusc2eOk=,1
N/DjiEnTQP4iqxcHBr7+mrdl2+N87HQLUZtIZ4HsDxU=,1
fBGJS3uoWM9mc07AGmNHZRPDTpVqH59Ni7rMjrSyLRI=,1
J1LXMPiv87tPmc+U2Sfr1FdTa257p3GG4eJK2xRwI1g=,1
PoX7yXeMWpx5b02u0gr/sSG3hyrwnSSQnN/YO/MYhtI=,1
aJJuTBsH6C8pPtUnvCzNWiz4aUdhwoQfwpeCsN7UTBw=,1
vUCKh7mzexTospjk+7Iae886bAWp7UmCmZXUn1fVkJo=,1
6iPcJP6CpEobuykU9Ten0FF23khDs/+hfjOwCioZScs=,1
O6ylZCmyc7BUcrpSiG5ujVx3WztCLG5hPdmRNRSD/CE=,1
8qAJY6nu5FLazyduwmw3XetVVTdh3uI21j7j8sKA5Kk=,1
Fm49JoZZ02AdIf7qxv1smqh/z9ZUG+uoRQhdJgeCGRw=,1
zrlrY4sMWLczowCHhKe08iLh4cNWCydKzT0LTyc11T8=,1
Biv0GrPaVG5OmpTevVQmQrfuw3nNFKSFW+OE+zWFjts=,1
HHvgut5cxupM6dvxGX1LSoOYsnkfCJZJDutaC6Uot1g=,1
bTixGR1CJkdWVyoVh31t8cgosBvxqJ4GxypOsZGSzn4=,1
LM8u6N/tdD4mz3L/gACD28AXRZWrBJT/yJRbwo7a/0s=,1
kbpSNA9wCtkZLc+pwSUITGT/31EZg7VzJYgXFA7IUU4=,0
JAre9ygtBku8mkZ68KMaff6X85dLh3nntEyfYcq81jY=,0
bRK+0TwMnzEFs8YTilSS9RBjzQGPvP7L1551sEEmOt8=,0
+CwCriSDGncJvw4omOieWsm28+84IvfyKrm58ZWtLiI=,0
T26Vzgd0HPS8jskkKouFBVn6fUyYUZzYnwCCsfODHKo=,0
L9cnRAUr+gr4/b5T0YaWiJk/gjMsKj+82CDvZk5vI/E=,0
oZu0VsBMmLKrBPDUF/QpsRDhe8CnUtDAqBFLy/Jsh1s=,0
1dYEk+7vvixYJc6OcA5A2aQCMlq7SnVvJc+vhs3Fq98=,0
MJ7KkA3pa4z2xvipVGncCkPkFncvv4+L6OpPISW/2cY=,0
xPHbewgP7uNW2K698nixnnMuv0dGa5lN0axOnLdSmTs=,0
M9tpRpUzBbEO9g1frWb2UDukxiz0BGxRvzJ7MGsepjw=,0
5Hm+9YCZeTwiFdEGkP9RMv8uYfdRcqYw0A2RGobMAms=,0
sA6eKGLIh25ThsQD1+1DGeo4VY/I4GKvPQ40fbjk9OQ=,0
4O+udHedjKP6AyrPVdvSs2Ay+G1HfXDRtOlPcFMl6rw=,0
DfnHgI8qYJdIv3UnX+jcPKx/qUrXaVLxXfL5yDOS2kE=,0
Jm4/AxedeEkiXd19bjfTFL8UAjuH0xSPDKx0OQr4fRw=,0
4c5Cb0sRcHqSbejB1GkRM/SiqehRwmSmA9QRG4j7scY=,0
